F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;F17;TARGET
1;0;0;1;0;0;0;0;0;1;54713.0;123.0;6.99;1182.0;34;0;1;1
1;0;0;1;0;0;0;0;0;1;54713.0;123.0;6.99;283.2;29;0;1;1
1;0;0;1;0;0;0;0;0;1;54713.0;123.0;6.99;200.0;27;0;1;1
2;1;0;0;0;0;0;1;0;0;338569.0;88.0;11.99;1063.8;34;0;1;1
0;0;1;0;0;0;1;0;0;0;396633.0;131.0;5.99;59899.46;20;0;1;1
0;0;1;0;0;0;1;0;0;0;396633.0;131.0;5.99;60618.95;20;0;1;1
1;1;0;0;0;0;1;0;0;0;406295.0;119.0;4.99;1000.0;34;0;1;1
1;1;0;0;0;0;1;0;0;0;406295.0;119.0;4.99;1182.0;34;0;1;1
2;1;0;0;0;0;0;0;0;1;294414.8751367589;120.1930250203447;6.99;3588.55;25;0;1;1
1;0;0;1;0;0;0;1;0;0;176908.0;98.0;4.99;1255.27;31;0;1;1
2;0;0;1;0;0;0;1;0;0;1291290.0;120.0;4.99;63191.52;42;0;1;1
2;0;0;1;0;0;0;1;0;0;1291290.0;120.0;4.99;26329.8;42;0;1;1
2;0;0;1;0;0;0;1;0;0;1291290.0;120.0;4.99;36861.72;42;0;1;1
2;0;0;1;0;0;0;1;0;0;1291290.0;120.0;4.99;36861.72;41;0;1;1
2;0;0;1;0;0;0;1;0;0;1291290.0;120.0;4.99;63191.52;41;0;1;1
2;0;0;1;0;0;0;1;0;0;1291290.0;120.0;4.99;26329.8;41;0;1;1
2;0;0;1;0;0;0;1;0;0;1291290.0;120.0;4.99;63191.52;36;0;1;1
2;0;0;1;0;0;0;1;0;0;1291290.0;120.0;4.99;26329.8;35;0;1;1
2;0;0;1;0;0;0;1;0;0;1291290.0;120.0;4.99;63191.52;35;0;1;1
2;0;0;1;0;0;0;1;0;0;1291290.0;120.0;4.99;36861.72;35;0;1;1
2;0;0;1;0;0;0;1;0;0;1291290.0;120.0;4.99;25513.7;34;0;1;1
2;0;0;1;0;0;0;1;0;0;1291290.0;120.0;4.99;61232.88;34;0;1;1
2;0;0;1;0;0;0;1;0;0;1291290.0;120.0;4.99;35719.18;34;0;1;1
2;0;0;1;0;0;0;1;0;0;1291290.0;120.0;4.99;61232.88;31;0;1;1
2;0;0;1;0;0;0;1;0;0;1291290.0;120.0;4.99;35719.18;31;0;1;1
2;0;0;1;0;0;0;1;0;0;1291290.0;120.0;4.99;25513.7;31;0;1;1
2;0;0;1;0;0;0;1;0;0;1291290.0;120.0;4.99;61232.88;30;0;1;1
2;0;0;1;0;0;0;1;0;0;1291290.0;120.0;4.99;35719.18;30;0;1;1
2;0;0;1;0;0;0;1;0;0;1291290.0;120.0;4.99;25513.7;30;0;1;1
2;0;0;1;0;0;0;1;0;0;1291290.0;120.0;4.99;44220.79370773158;29;0;1;1
2;0;0;1;0;0;0;1;0;0;266987.0;121.0;6.99;644.36;34;0;1;1
2;0;0;1;0;0;0;1;0;0;266987.0;121.0;6.99;1341.0;34;0;1;1
2;0;0;1;1;0;0;0;0;0;211609.0;133.0;6.99;88272.51;29;0;1;1
2;0;0;1;1;0;0;0;0;0;211609.0;133.0;6.99;121754.49;29;0;1;1
2;0;0;1;1;0;0;0;0;0;5139.0;134.0;6.99;1651.21;31;0;1;1
2;0;0;1;1;0;0;0;0;0;5139.0;134.0;6.99;442.79;31;0;1;1
0;0;1;0;0;0;0;1;0;0;330767.0;117.0;5.99;59622.51;22;0;1;1
2;0;1;0;0;0;1;0;0;0;189067.0;139.0;8.99;14028.55;22;0;1;1
2;0;1;0;0;0;1;0;0;0;189067.0;139.0;8.99;14028.55;22;0;1;1
1;0;1;0;0;0;1;0;0;0;525758.0;132.0;5.99;945.6;34;0;1;1
1;0;1;0;0;0;0;1;0;0;306478.0;117.55555555555556;4.99;15.0;15;0;1;1
1;1;0;0;0;0;0;1;0;0;292199.755297268;117.81681803252933;5.99;33854.0;30;0;1;1
2;0;0;1;0;0;0;0;0;1;67347.0;132.0;6.99;176013.31;30;0;1;1
1;0;0;1;0;0;0;1;0;0;292199.755297268;117.81681803252933;11.99;2123.17;16;0;1;1
1;0;1;0;0;0;0;1;0;0;124698.0;131.0;6.99;482.0;63;0;1;1
1;0;0;1;0;0;0;1;0;0;11906.0;104.0;6.99;902.0;63;0;1;1
1;0;0;1;0;0;0;1;0;0;11906.0;104.0;6.99;1182.0;34;0;1;1
1;0;1;0;0;0;1;0;0;0;67376.0;113.0;4.99;1182.0;190;0;1;1
1;1;0;0;0;0;0;0;0;1;48129.0;111.97142857142858;6.99;1182.0;34;0;1;1
2;1;0;0;0;0;1;0;0;0;167589.0;97.0;6.99;768.3;34;0;1;1
0;1;0;0;0;0;1;0;0;0;151863.0;123.0;11.99;1182.0;34;0;1;1
2;0;0;1;0;0;0;1;0;0;246684.0;142.0;8.99;1182.0;34;0;1;1
2;1;0;0;0;0;0;0;0;1;111378.0;113.0;8.99;154.63;31;0;1;1
1;0;0;1;0;0;0;0;0;1;3289.0;131.0;11.99;1300.7;31;0;1;1
1;0;0;1;0;0;0;0;0;1;3289.0;131.0;11.99;0.7;31;0;1;1
0;1;0;0;0;0;0;1;0;0;137096.0;91.0;8.99;37703.3;17;0;1;1
2;0;0;1;0;0;0;0;0;1;5041.0;0.0;4.99;11480.0;25;1;1;1
2;0;0;1;0;0;0;0;0;1;5041.0;0.0;4.99;16480.0;25;1;1;1
2;0;0;1;0;0;0;0;0;1;5041.0;0.0;4.99;1480.0;25;1;1;1
0;0;0;1;0;0;0;0;0;1;49943.0;127.0;4.99;106716.47;44;0;1;1
0;0;0;1;0;0;1;0;0;0;159664.0;136.0;6.99;197.33;15;0;1;1
1;0;1;0;0;0;0;0;1;0;33710.0;101.0;6.99;15328.5;22;0;1;1
2;0;0;1;0;0;0;1;0;0;293852.0;129.0;6.99;3639.0;45;0;1;1
2;0;0;1;0;0;0;1;0;0;293852.0;129.0;6.99;16939.51;22;0;1;1
2;0;0;1;0;0;0;1;0;0;293852.0;129.0;6.99;17300.55;22;0;1;1
2;0;0;1;0;0;0;1;0;0;293852.0;129.0;6.99;16939.51;21;0;1;1
2;0;0;1;0;0;0;1;0;0;293852.0;129.0;6.99;17300.95;21;0;1;1
2;0;0;1;0;0;0;1;0;0;293852.0;129.0;6.99;15713.52;20;0;1;1
2;0;0;1;0;0;0;1;0;0;293852.0;129.0;6.99;17300.95;20;0;1;1
2;0;0;1;0;0;0;1;0;0;293852.0;129.0;6.99;16939.51;20;0;1;1
2;0;0;1;0;0;0;1;0;0;293852.0;129.0;6.99;21901.92;20;0;1;1
2;0;0;1;0;0;0;1;0;0;293852.0;129.0;6.99;16087.63;21;0;1;1
2;0;0;1;0;0;0;1;0;0;293852.0;129.0;6.99;16872.07;20;0;1;1
2;0;0;1;0;0;0;1;0;0;293852.0;129.0;6.99;21901.87;19;0;1;1
2;0;0;1;0;0;0;1;0;0;293852.0;129.0;6.99;16872.07;20;0;1;1
2;0;0;1;0;0;0;1;0;0;293852.0;129.0;6.99;17211.62;20;0;1;1
2;0;0;1;0;0;0;1;0;0;293852.0;129.0;6.99;21901.87;19;0;1;1
2;0;0;1;0;0;0;1;0;0;293852.0;129.0;6.99;736.12;20;0;1;1
2;0;0;1;0;0;0;1;0;0;293852.0;129.0;6.99;17211.62;20;0;1;1
2;0;0;1;0;0;0;1;0;0;293852.0;129.0;6.99;16872.07;20;0;1;1
2;0;0;1;0;0;0;1;0;0;293852.0;129.0;6.99;17211.62;20;0;1;1
2;0;0;1;0;0;0;1;0;0;293852.0;129.0;6.99;21901.77;19;0;1;1
2;0;0;1;0;0;0;1;0;0;293852.0;129.0;6.99;21901.77;19;0;1;1
2;0;0;1;0;0;0;1;0;0;293852.0;129.0;6.99;15713.52;19;0;1;1
2;0;0;1;0;0;0;1;0;0;293852.0;129.0;6.99;10763.03;19;0;1;1
2;0;0;1;0;0;0;1;0;0;293852.0;129.0;6.99;15713.52;19;0;1;1
2;0;0;1;0;0;0;1;0;0;223307.0;132.0;6.99;1341.0;30;0;1;1
1;0;1;0;0;0;0;0;0;1;591915.0;117.0;5.99;24312.8;18;0;1;1
1;0;1;0;0;0;0;0;0;1;169573.0;120.0;5.99;29434.46;19;0;1;1
1;0;1;0;0;0;0;0;0;1;169573.0;120.0;5.99;14861.19;19;0;1;1
1;1;0;0;0;0;0;1;0;0;292199.755297268;117.81681803252933;5.99;180000.0;43;0;1;1
0;0;0;1;0;0;1;0;0;0;155078.0;133.0;4.99;47557.5;28;0;1;1
0;0;0;1;0;0;1;0;0;0;155078.0;133.0;4.99;27757.5;28;0;1;1
0;0;0;1;0;0;1;0;0;0;534884.0;144.0;4.99;2350.09;45;0;1;1
2;0;1;0;0;0;1;0;0;0;103313.0;118.0;5.99;78725.65;31;0;1;1
1;1;0;0;0;0;0;1;0;0;183518.0;120.0;6.99;41460.0;22;0;1;1
1;1;0;0;0;0;0;1;0;0;183518.0;120.0;6.99;34980.0;22;0;1;1
1;1;0;0;0;0;0;0;0;1;677133.0;116.0;4.99;193722.0;39;0;1;1
1;1;0;0;0;0;0;0;0;1;677133.0;116.0;4.99;46805.26;22;0;1;1
1;1;0;0;0;0;0;0;0;1;677133.0;116.0;4.99;191562.0;37;0;1;1
1;1;0;0;0;0;0;0;0;1;677133.0;116.0;4.99;200179.4;37;0;1;1
1;1;0;0;0;0;0;0;0;1;677133.0;116.0;4.99;96501.0;37;0;1;1
1;1;0;0;0;0;0;0;0;1;677133.0;116.0;4.99;193722.0;37;0;1;1
1;1;0;0;0;0;0;0;0;1;163001.0;115.77777777777777;4.99;23331.13;31;0;1;1
2;0;1;0;0;0;1;0;0;0;188046.0;98.0;5.99;82221.0;45;0;1;1
2;0;1;0;0;0;1;0;0;0;143339.0;99.0;5.99;80700.0;45;0;1;1
2;0;1;0;0;0;1;0;0;0;143339.0;99.0;5.99;53800.0;85;0;1;1
2;0;1;0;0;0;1;0;0;0;143339.0;99.0;5.99;80700.0;79;0;1;1
2;0;1;0;0;0;1;0;0;0;143339.0;99.0;5.99;20088.83;78;0;1;1
1;0;1;0;0;0;0;1;0;0;136499.0;128.0;8.99;1182.0;30;0;1;1
1;0;0;1;0;0;0;1;0;0;58670.0;162.0;4.99;20078.51;45;0;1;1
1;0;0;1;0;0;0;1;0;0;58670.0;162.0;4.99;1243.57;45;0;1;1
1;0;0;1;0;0;0;1;0;0;58670.0;162.0;4.99;3197.8;54;0;1;1
1;0;0;1;0;0;0;1;0;0;58670.0;162.0;4.99;2436.7;54;0;1;1
1;0;0;1;0;0;0;1;0;0;58670.0;162.0;4.99;7543.32;64;0;1;1
1;0;0;1;0;0;0;1;0;0;58670.0;162.0;4.99;5094.73;63;0;1;1
1;0;0;1;0;0;0;1;0;0;62930.0;159.0;4.99;3793.35;62;0;1;1
1;0;0;1;0;0;0;1;0;0;62930.0;159.0;4.99;3138.8;45;0;1;1
1;0;0;1;0;0;0;1;0;0;62930.0;159.0;4.99;2537.0;45;0;1;1
1;0;0;1;0;0;0;1;0;0;62930.0;159.0;4.99;4174.17;58;0;1;1
1;0;0;1;0;0;0;1;0;0;62930.0;159.0;4.99;983.29;58;0;1;1
1;0;1;0;0;0;0;1;0;0;84164.0;122.0;6.99;115.11;17;0;1;1
1;0;1;0;0;0;0;1;0;0;84164.0;122.0;6.99;256.0;15;0;1;1
1;0;0;1;0;1;0;0;0;0;84394.0;98.0;6.99;17545.0;43;0;1;1
1;0;0;1;0;1;0;0;0;0;84394.0;98.0;6.99;17545.0;42;0;1;1
1;0;0;1;0;1;0;0;0;0;84394.0;98.0;6.99;10197.49;42;0;1;1
1;0;0;1;0;1;0;0;0;0;84394.0;98.0;6.99;48193.53268904139;42;0;1;1
1;0;0;1;0;1;0;0;0;0;84394.0;98.0;6.99;17237.0;39;0;1;1
1;0;0;1;0;1;0;0;0;0;84394.0;98.0;6.99;17237.0;32;0;1;1
1;0;0;1;0;1;0;0;0;0;84394.0;98.0;6.99;17237.0;31;0;1;1
1;0;0;1;0;1;0;0;0;0;84394.0;98.0;6.99;17237.0;32;0;1;1
1;0;0;1;0;1;0;0;0;0;360213.0;93.0;6.99;17237.0;29;0;1;1
1;0;0;1;0;1;0;0;0;0;360213.0;93.0;6.99;17237.0;29;0;1;1
1;0;0;1;0;1;0;0;0;0;360213.0;93.0;6.99;17237.0;32;0;1;1
1;0;0;1;0;1;0;0;0;0;360213.0;93.0;6.99;17237.0;31;0;1;1
1;0;0;1;0;1;0;0;0;0;360213.0;93.0;6.99;17237.0;30;0;1;1
1;0;0;1;0;1;0;0;0;0;360213.0;93.0;6.99;17237.0;29;0;1;1
2;0;1;0;0;0;0;0;1;0;401469.0;148.0;4.99;62260.0;45;0;1;1
2;0;1;0;0;0;0;0;1;0;401469.0;148.0;4.99;108035.0;45;0;1;1
2;0;1;0;0;0;0;0;1;0;401469.0;148.0;4.99;93066.0;45;0;1;1
2;0;1;0;0;0;0;0;1;0;401469.0;148.0;4.99;30480.0;45;0;1;1
2;0;1;0;0;0;0;0;1;0;401469.0;148.0;4.99;31022.0;45;0;1;1
2;0;1;0;0;0;0;0;1;0;401469.0;148.0;4.99;68486.0;45;0;1;1
2;0;1;0;0;0;0;0;1;0;401469.0;148.0;4.99;93066.0;45;0;1;1
2;0;1;0;0;0;0;0;1;0;34969.0;137.0;4.99;29645.0;45;0;1;1
2;0;1;0;0;0;0;0;1;0;34969.0;137.0;4.99;90510.0;45;0;1;1
2;0;1;0;0;0;0;0;1;0;34969.0;137.0;4.99;104885.0;45;0;1;1
2;0;1;0;0;0;0;0;1;0;34969.0;137.0;4.99;30278.0;45;0;1;1
2;0;1;0;0;0;0;0;1;0;34969.0;137.0;4.99;14822.5;45;0;1;1
2;0;1;0;0;0;0;0;1;0;34969.0;137.0;4.99;90510.0;45;0;1;1
2;0;1;0;0;0;0;0;1;0;34969.0;137.0;4.99;15139.0;45;0;1;1
2;0;1;0;0;0;0;0;1;0;34969.0;137.0;4.99;60556.0;45;0;1;1
2;0;1;0;0;0;0;0;1;0;34969.0;137.0;4.99;29645.0;45;0;1;1
2;0;1;0;0;0;0;0;1;0;34969.0;137.0;4.99;90834.0;45;0;1;1
2;0;1;0;0;0;0;0;1;0;34969.0;137.0;4.99;2720.98;45;0;1;1
2;0;1;0;0;0;0;0;1;0;34969.0;137.0;4.99;90510.0;45;0;1;1
2;0;1;0;0;0;0;0;1;0;34969.0;137.0;4.99;105595.0;46;0;1;1
1;0;1;0;0;0;1;0;0;0;186678.05555555556;118.0;6.99;1182.0;30;0;1;1
2;0;1;0;0;0;0;0;0;1;189658.0;109.0;5.99;31218.3;20;0;1;1
2;1;0;0;0;0;0;1;0;0;91139.0;93.0;6.99;1063.8;30;0;1;1
2;1;0;0;0;0;0;1;0;0;91139.0;93.0;6.99;1040.5;30;0;1;1
1;0;0;1;0;0;0;1;0;0;167815.0;138.0;5.99;41798.63;22;0;1;1
1;0;0;1;0;0;0;1;0;0;167815.0;138.0;5.99;42000.21;22;0;1;1
1;0;0;1;0;0;0;1;0;0;167815.0;138.0;5.99;34632.3;22;0;1;1
1;0;0;1;0;0;0;1;0;0;167815.0;138.0;5.99;62471.26;22;0;1;1
1;0;0;1;0;0;0;1;0;0;167815.0;138.0;5.99;17734.65;22;0;1;1
1;0;0;1;0;0;0;1;0;0;167815.0;138.0;5.99;34014.0;22;0;1;1
1;0;0;1;0;0;0;1;0;0;137854.0;139.0;5.99;95525.1;24;0;1;1
2;0;0;1;0;0;0;0;0;1;341140.0;144.0;6.99;3965.22;39;0;1;1
2;0;0;1;0;0;0;0;0;1;341140.0;144.0;6.99;7554.43;19;0;1;1
2;0;0;1;0;0;0;0;0;1;341140.0;144.0;6.99;15924.43;19;0;1;1
2;0;0;1;0;0;0;0;0;1;277005.0;141.0;6.99;32457.96;42;0;1;1
2;0;0;1;0;0;0;0;0;1;277005.0;141.0;6.99;29930.89;42;0;1;1
2;0;0;1;0;0;0;0;0;1;277005.0;141.0;6.99;69105.13;42;0;1;1
1;1;0;0;0;0;0;1;0;0;328724.0;108.0;11.99;76172.4;38;0;1;1
1;1;0;0;0;0;0;1;0;0;328724.0;108.0;11.99;76172.4;37;0;1;1
1;1;0;0;0;0;0;1;0;0;328724.0;108.0;11.99;177735.6;36;0;1;1
1;1;0;0;0;0;0;1;0;0;328724.0;108.0;11.99;76172.4;36;0;1;1
0;1;0;0;0;0;0;1;0;0;73135.0;129.0;4.99;361.79;31;0;1;1
0;1;0;0;0;0;0;1;0;0;73135.0;129.0;4.99;1327.85;31;0;1;1
1;0;0;1;0;0;0;0;0;1;191970.0;130.0;4.99;28178.43;20;0;1;1
0;0;1;0;0;0;0;0;0;1;250020.0;127.0;8.99;91.56;43;0;1;1
0;0;1;0;0;0;0;0;0;1;250020.0;127.0;8.99;200.0;35;0;1;1
2;0;0;1;0;0;0;0;0;1;229070.0;137.0;5.99;162036.6;31;0;1;1
2;0;1;0;0;0;0;0;0;1;164052.0;107.0;4.99;591.0;30;0;1;1
0;1;0;0;0;0;0;0;0;1;227746.0;107.0;6.99;591.0;30;0;1;1
1;0;1;0;0;0;1;0;0;0;151920.0;93.0;4.99;35112.73;35;0;1;1
1;0;1;0;0;0;1;0;0;0;240302.0;92.0;4.99;25071.91;42;0;1;1
1;0;1;0;0;0;1;0;0;0;240302.0;92.0;4.99;10055.43;42;0;1;1
1;0;1;0;0;0;1;0;0;0;240302.0;92.0;4.99;25831.67;28;0;1;1
1;0;1;0;0;0;1;0;0;0;240302.0;92.0;4.99;10360.14;28;0;1;1
1;0;1;0;0;0;1;0;0;0;106339.0;116.0;8.99;7322.9;21;0;1;1
1;0;1;0;0;0;1;0;0;0;106339.0;116.0;8.99;9665.23;20;0;1;1
1;0;1;0;0;0;1;0;0;0;106339.0;116.0;8.99;24278.67;21;0;1;1
1;0;1;0;0;0;1;0;0;0;37440.0;124.0;8.99;6519.22;24;0;1;1
1;0;1;0;0;0;1;0;0;0;37440.0;124.0;8.99;20521.31;23;0;1;1
0;0;0;1;0;0;0;1;0;0;98676.0;123.0;5.99;24346.7;43;0;1;1
0;0;1;0;0;0;0;1;0;0;293150.9375;124.0;6.99;84798.36;23;0;1;1
0;0;1;0;0;0;0;1;0;0;293150.9375;124.0;6.99;73006.76;19;0;1;1
0;0;1;0;0;0;0;1;0;0;293150.9375;124.0;6.99;88811.99;19;0;1;1
0;0;1;0;0;0;0;1;0;0;87212.0;119.0;6.99;5170.76;31;0;1;1
1;0;0;1;0;0;0;1;0;0;419487.0;98.0;4.99;945.6;30;0;1;1
2;0;1;0;0;0;1;0;0;0;58221.0;148.0;6.99;33702.44;27;0;1;1
0;0;1;0;0;0;1;0;0;0;396633.0;131.0;11.99;40995.79;20;0;1;1
0;0;1;0;0;0;1;0;0;0;97173.0;131.0;11.99;21130.76;20;0;1;1
0;1;0;0;0;0;0;1;0;0;733826.0;95.0;4.99;37709.1;16;0;1;1
0;1;0;0;0;0;0;1;0;0;733826.0;95.0;4.99;40002.5;16;0;1;1
1;0;0;1;0;0;0;1;0;0;176908.0;98.0;6.99;113236.0;29;0;1;1
1;1;0;0;0;0;1;0;0;0;924252.0;125.0;4.99;23208.52;17;0;1;1
2;0;0;1;1;0;0;0;0;0;354705.0;142.0;5.99;1907.97;58;0;1;1
0;1;0;0;0;0;1;0;0;0;412632.0;136.0;4.99;29107.14;21;0;1;1
0;0;0;1;1;0;0;0;0;0;285268.89730982936;113.07858611922197;6.99;200.0;18;0;1;1
1;0;0;1;0;0;0;1;0;0;321729.0;102.72727272727273;4.99;1847.12;2;0;1;1
1;0;0;1;0;0;0;1;0;0;321729.0;102.72727272727273;4.99;19762.6;16;0;1;1
1;0;0;1;0;0;0;1;0;0;321729.0;102.72727272727273;4.99;18513.21;16;0;1;1
1;0;0;1;0;0;0;1;0;0;321729.0;102.72727272727273;4.99;19762.6;16;0;1;1
1;0;0;1;0;0;0;1;0;0;23382.0;108.0;4.99;95.6;30;0;1;1
1;0;0;1;0;0;1;0;0;0;238165.0;105.0;4.99;945.6;30;0;1;1
1;0;0;1;0;0;0;0;0;1;292199.755297268;117.81681803252933;5.99;32099.0;33;0;1;1
2;0;1;0;1;0;0;0;0;0;383202.0;111.0;4.99;1108.15;31;0;1;1
1;0;0;1;0;0;0;0;0;1;231015.0;114.0;4.99;1182.0;30;0;1;1
0;1;0;0;0;0;1;0;0;0;518315.0;144.0;8.99;1182.0;30;0;1;1
1;0;1;0;0;0;1;0;0;0;955955.0;131.0;6.99;945.6;30;0;1;1
1;0;1;0;0;0;1;0;0;0;955955.0;131.0;6.99;90.6;30;0;1;1
0;0;1;0;0;0;1;0;0;0;348746.0;142.0;5.99;47647.51874300966;18;0;1;1
0;0;1;0;0;0;1;0;0;0;348746.0;142.0;5.99;16722.87;18;0;1;1
0;0;1;0;0;0;1;0;0;0;348746.0;142.0;5.99;10617.07;18;0;1;1
1;0;0;1;0;0;0;0;0;1;491615.0;125.0;4.99;44967.76;17;0;1;1
1;0;0;1;0;0;0;0;0;1;88240.0;129.0;4.99;66141.9;19;0;1;1
1;0;0;1;0;0;0;0;0;1;88240.0;129.0;4.99;22836.98;19;0;1;1
2;1;0;0;0;0;0;0;0;1;1004406.0;128.0;4.99;100645.32;21;0;1;1
1;0;1;0;0;0;0;0;0;1;636350.0;92.0;6.99;827.4;30;0;1;1
2;0;0;1;0;0;1;0;0;0;282910.0;78.0;8.99;16166.9;16;0;1;1
1;0;0;1;0;0;1;0;0;0;722508.0;135.0;4.99;1155.9;168;0;1;1
1;0;0;1;0;0;0;0;0;1;248810.70588235295;133.0;6.99;1182.0;30;0;1;1
1;0;0;1;0;0;0;0;0;1;248810.70588235295;133.0;6.99;207.1;30;0;1;1
1;0;1;0;0;0;1;0;0;0;68717.0;114.0;6.99;29448.6;18;0;1;1
1;0;1;0;0;0;1;0;0;0;70434.0;119.0;6.99;1005.75;42;0;1;1
1;0;1;0;0;0;1;0;0;0;70434.0;119.0;6.99;40078.34;32;0;1;1
1;0;1;0;0;0;1;0;0;0;70434.0;119.0;6.99;90897.65;25;0;1;1
1;0;0;1;1;0;0;0;0;0;319603.0;136.0;6.99;1000.0;43;0;1;1
1;0;0;1;0;0;1;0;0;0;153651.0;105.0;8.99;49435.28;20;0;1;1
2;0;0;1;0;0;0;0;0;1;406081.0;131.0;5.99;44220.79370773158;30;0;1;1
1;0;1;0;0;0;0;1;0;0;139170.0;87.0;5.99;16760.0;30;0;1;1
2;0;1;0;0;0;0;0;0;1;69178.0;143.0;6.99;3038.25;31;0;1;1
2;1;0;0;0;0;1;0;0;0;245128.0;92.0;6.99;47480.0;21;0;1;1
1;0;0;1;0;0;1;0;0;0;212174.0;116.0;5.99;2575.42;31;0;1;1
0;0;0;1;0;0;0;0;0;1;77907.0;118.0;5.99;1182.0;30;0;1;1
2;0;0;1;0;0;0;1;0;0;124519.0;135.0;4.99;1182.0;30;0;1;1
0;1;0;0;0;0;1;0;0;0;338715.0;116.125;6.99;1182.0;30;0;1;1
0;0;0;1;0;0;1;0;0;0;151413.0;142.0;6.99;135270.0;21;0;1;1
0;0;0;1;0;0;1;0;0;0;151413.0;142.0;6.99;135270.0;21;0;1;1
0;0;0;1;0;0;1;0;0;0;151413.0;142.0;6.99;135270.0;20;0;1;1
1;0;0;1;0;0;0;0;0;1;860398.0;110.0;5.99;32224.71;27;0;1;1
2;0;1;0;0;0;1;0;0;0;11356.0;120.0;4.99;23837.3;16;0;1;1
2;0;0;1;0;0;0;0;0;1;402.0;0.0;11.99;4733.52;30;1;1;1
0;0;1;0;0;0;0;0;0;1;349413.0;124.0;8.99;15000.0;52;0;1;1
0;0;0;1;0;0;1;0;0;0;74125.0;161.0;6.99;6810.28;41;0;1;1
0;0;0;1;0;0;1;0;0;0;74125.0;161.0;6.99;3878.8;41;0;1;1
2;0;0;1;0;0;0;1;0;0;120640.0;116.0;6.99;32416.65;17;0;1;1
1;0;0;1;0;1;0;0;0;0;360213.0;93.0;6.99;360.0;45;0;1;1
1;0;0;1;0;1;0;0;0;0;360213.0;93.0;6.99;16749.0;29;0;1;1
1;0;0;1;0;1;0;0;0;0;84737.0;98.0;6.99;45637.2;29;0;1;1
1;0;0;1;0;1;0;0;0;0;84737.0;98.0;6.99;16022.15;29;0;1;1
1;0;0;1;0;1;0;0;0;0;84737.0;98.0;6.99;32598.0;29;0;1;1
1;0;0;1;0;1;0;0;0;0;84737.0;98.0;6.99;32598.0;29;0;1;1
1;0;0;1;0;1;0;0;0;0;84737.0;98.0;6.99;15813.8;31;0;1;1
1;0;0;1;0;1;0;0;0;0;84737.0;98.0;6.99;15813.8;33;0;1;1
1;0;0;1;0;1;0;0;0;0;84737.0;98.0;6.99;15594.69;32;0;1;1
1;0;0;1;0;1;0;0;0;0;84737.0;98.0;6.99;46784.09;29;0;1;1
1;0;0;1;0;0;1;0;0;0;604242.0;109.0;8.99;13453.97;15;0;1;1
2;0;0;1;0;0;1;0;0;0;583239.0;121.0;11.99;20369.4;16;0;1;1
2;0;0;1;0;0;1;0;0;0;583239.0;121.0;11.99;15349.1;16;0;1;1
2;0;0;1;0;0;1;0;0;0;583239.0;121.0;11.99;15388.55;18;0;1;1
2;0;0;1;0;0;1;0;0;0;110721.0;126.0;11.99;14454.35;18;0;1;1
2;0;0;1;0;0;1;0;0;0;110721.0;126.0;11.99;39000.0;18;0;1;1
2;0;0;1;0;0;1;0;0;0;110721.0;126.0;11.99;54000.0;18;0;1;1
0;0;0;1;0;0;1;0;0;0;54201.0;112.0;5.99;96315.0;21;0;1;1
0;0;0;1;0;0;1;0;0;0;54201.0;112.0;5.99;69218.5;21;0;1;1
0;0;0;1;0;0;1;0;0;0;54201.0;112.0;5.99;69218.5;19;0;1;1
0;0;0;1;0;0;1;0;0;0;54201.0;112.0;5.99;69218.5;20;0;1;1
0;0;0;1;0;0;1;0;0;0;54201.0;112.0;5.99;45142.5;20;0;1;1
0;0;0;1;0;0;1;0;0;0;54201.0;112.0;5.99;96315.0;20;0;1;1
0;0;0;1;0;0;0;1;0;0;268942.0;134.0;11.99;20024.11;45;0;1;1
0;0;0;1;0;0;0;1;0;0;268942.0;134.0;11.99;20185.43;47;0;1;1
0;0;0;1;0;0;0;1;0;0;386788.0;128.0;11.99;1622.27;45;0;1;1
0;0;0;1;0;0;0;1;0;0;386788.0;128.0;11.99;3632.63;45;0;1;1
0;0;0;1;0;0;0;1;0;0;386788.0;128.0;11.99;9119.51;45;0;1;1
1;0;0;1;0;0;1;0;0;0;172511.0;84.0;11.99;48193.53268904139;22;0;1;1
1;1;0;0;0;0;0;0;0;1;163001.0;115.77777777777777;5.99;21541.41;22;0;1;1
0;0;1;0;0;0;0;0;0;1;329948.0;132.0;5.99;16.24;15;0;1;1
0;0;1;0;0;0;1;0;0;0;136237.0;106.0;5.99;1896.96;33;0;1;1
0;0;1;0;0;0;1;0;0;0;136237.0;106.0;5.99;12984.3;17;0;1;1
0;0;1;0;0;0;1;0;0;0;136237.0;106.0;5.99;217.5;17;0;1;1
0;0;1;0;0;0;1;0;0;0;303847.0;110.0;5.99;47647.51874300966;30;0;1;1
0;0;1;0;0;0;1;0;0;0;303847.0;110.0;5.99;9604.62;16;0;1;1
1;0;0;1;0;0;0;0;0;1;65125.0;112.0;4.99;13737.8;23;0;1;1
1;0;0;1;0;0;0;0;0;1;65125.0;112.0;4.99;13737.8;23;0;1;1
2;0;0;1;0;0;0;0;0;1;435389.0;141.6216216216216;5.99;176213.1;18;0;1;1
2;0;1;0;0;0;0;0;0;1;359872.0;117.0;5.99;35608.34;18;0;1;1
2;0;1;0;0;0;0;1;0;0;232431.0;146.0;8.99;13996.55;16;0;1;1
